StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q3_8_TEXT,Q4,Q5_1,Q5_2,Q6,Q6_6_TEXT,Q7,Q7_7_TEXT,Q8,Q8_12_TEXT,Q9_4,Q9_5,Q9_6,Q9_7,Q10#1_1,Q10#1_2,Q10#1_3,Q10#1_4,Q10#1_5,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q12,Q13,Q14,Q15,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9
2018-10-28 10:54:30,2018-10-28 11:06:43,IP Address,96.36.40.28,100,732,True,2018-10-28 11:06:43,R_1HeiotYQSv5l9Oe,,,,,42.7422943115234375,-86.06610107421875,anonymous,EN,Yes,"Pre-service teachers,In-service teachers",,"Yes, I consent to participate in this research.",11,10,Tenure track (probationary) faculty,,"Middle grades / junior high school teachers,Secondary / high school teachers",,Other,"Secondary Literacy ",Secondary Content Area Literacy,,,,Some course learning goals,,,,,2,4,3     (Competent),5 (Highly competent),4,4,5 (Highly competent),2,2,4,4,5 (Highly competent),"Troubleshooting - I collaborate with students as well as my university instructional designers and engineers to troubleshoot instructional technology challenges, issues, and needs (both for myself and my students), which can include uploading issues, utilizing specific web-based tools, as well as university tech tools.

Leadership - I currently co-chair my college's technology committee, which provides ongoing professional development for faculty and staff throughout the academic year","5, 6, 7 - these are all important in my work; specifically, I utilize choice boards (web-based) as one differentiating tool to support and extend preservice teachers' learning (as well as modeling a tool they can use in their own classrooms). ","this doesn't match the assessment language above - i didn't answer based on what i thought was important but, rather, on my own competency connected to each of these competencies?","teaching and ensuring that preservice teachers understand the need to assess any given technology to ensure that its purpose and use(s) directly connect to student learning - that student learning remains central to the work, NOT the technology (and all the ""bells and whistles"" that some technology promises)","professional development through conferences, college and university-based professional development, partnering with my university educational technology colleagues, asking questions about others' experiences and uses, Twitter, etc.",i'm not sure i understand this question? my college and university supports my educational technology learning and use and my own motivation to learn more and best support my preservice and inservice teachers' further supports my on-going learning and development,Asset I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Asset I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.
2018-10-28 15:04:49,2018-10-28 15:21:13,IP Address,97.91.15.149,100,983,True,2018-10-28 15:21:14,R_3e2cmzV9DM0G6Ov,,,,,43.0160980224609375,-86.12670135498046875,anonymous,EN,Yes,Pre-service teachers,,"Yes, I consent to participate in this research.",13,19,Non-tenure track faculty,,Elementary / primary teachers,,,,"EDI 330-Elementary Teacher Assisting. This is the 1/2 day field practicum the precedes the student teaching semester   ",,,,Some course learning goals,,,,Some course learning goals,4,4,3     (Competent),3     (Competent),2,4,1 (Not competent),1 (Not competent),2,3     (Competent),2,2,"Using LiveText, students store all of their common course assessment assignments electronically. I assess those assignments though that online platform.

Using LiveText, I assess students at the end of the semester with our Practicum Performance Evaluation

I require video journaling and respond via video as well",We use virtual classroom technology (Mursion) to facilitate rehearsals with students as they gain competency in 19 identified high leverage practices.,I do not facilitate any online or hybrid courses.,"Virtual classroom technology ","Our College of Education holds regular Big Byte sessions for faculty, covering a wide variety of technology competencies.  Our university offers multiple  IT classes each month. I also learn from colleagues and from students.  ","I'm not sure what this question is asking.......I guess I'd say that my technology focus is one that helps teacher candidates teach engaging and successful lessons in their elementary classrooms. ",Asset I experience / have experienced.,Barrier I experience / have experienced.,Asset I experience / have experienced.,Major asset I experience / have experienced.,Asset I experience / have experienced.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.
2018-10-29 08:14:31,2018-10-30 05:16:28,IP Address,174.84.77.238,100,75717,True,2018-10-30 05:16:29,R_2tA90lQupK02ggT,,,,,42.8948974609375,-84.0092010498046875,anonymous,EN,Yes,"Pre-service teachers,In-service teachers,Other",Educational Technology Coordinators,"Yes, I consent to participate in this research.",20,4,Tenure track (probationary) faculty,,"Early childhood teachers,Elementary / primary teachers,Middle grades / junior high school teachers,Secondary / high school teachers",,"Special Education,Other",Secondary Teachers,Educational Technology (required for all preservice teachers in their final year),Technology Integration for Secondary Teachers (required for all students going through the graduate teaching certificate program),,,All or most course learning goals,All or most course learning goals,,,,4,5 (Highly competent),5 (Highly competent),4,3     (Competent),5 (Highly competent),5 (Highly competent),3     (Competent),4,4,4,4,"'-Peer Assessment: Used https://www.peergrade.io/ to engage students in an online collaborative peer review.

-Using Lesson Study in a professional learning community as a way to develop and maintain technology and digital literacy skills in in-service teachers

-Used the Flippity Tournament bracket to facilitate students' exploration of technology integrated lessons","Ongoing PD and networking activities to improve integration of technology in teaching: One of the challenges that teachers currently face is to maintain one's technology/digital literacy skills since the way we teach and learn continues to change due to rapidly evolving technology. Therefore, finding ways to sustain ongoing PD to improve integration of technology in teaching is essential if we are to close the gap between the level of technology integration in personal lives versus learning environments.",Use basic troubleshooting skills to resolve technology issues - I have the technology team that supports me in the technical aspect even though I am quite capable of resolving most of them on my own. At the same time I can see that this can be an indispensable skills if one is operating in a resource limited environment.,"1. The recursive relationships between technology, content, and pedagogy (the TPACK model).","Use the ISTE Standards for Educators, the Triple-E Framework, and the TPACK frameworks as starting points to ",I collaborate with technology coordinators and technology coaches from area public schools in a professional learning community. We meet every two months for professional development purposes. These meetings provide me with feedback on how the technology competencies are practiced by in-service teachers. I use this information to prioritize the tech competencies I work with my pre-service students.,Neutral / neither a barrier nor an asset.,Major barrier I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.
2018-10-30 07:29:39,2018-10-30 07:43:22,IP Address,174.221.142.221,100,822,True,2018-10-30 07:43:22,R_RUeCP8cIDY8a6EF,,,,,41.902496337890625,-87.7393035888671875,anonymous,EN,Yes,"Pre-service teachers,In-service teachers",,"Yes, I consent to participate in this research.",10,11,Tenured faculty,,"Elementary / primary teachers,Middle grades / junior high school teachers",,History / Social Studies,,Undergraduate social studies methods,Graduate social studies methods,,,Some course learning goals,Some course learning goals,,,,4,3     (Competent),3     (Competent),4,4,3     (Competent),4,2,3     (Competent),4,2,3     (Competent),"Explore new options to use, integrate new options into my coursework, involve new options in my research",SPSS,The craze for the latest apps,,"Ideas from Twitter, individual exploration ",I live and work in a state that has had tremendous austerity measures placed on my public institution. This affects everything.,Neutral / neither a barrier nor an asset.,Barrier I experience / have experienced.,Barrier I experience / have experienced.,Major barrier I experience / have experienced.,Barrier I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.
2018-10-30 07:51:02,2018-10-30 07:57:37,IP Address,129.120.67.52,100,394,True,2018-10-30 07:57:37,R_24pXnDWngRsjoKH,,,,,33.2147979736328125,-97.1331024169921875,anonymous,EN,Yes,Pre-service teachers,,"Yes, I consent to participate in this research.",12,5,Tenure track (probationary) faculty,,"Early childhood teachers,Elementary / primary teachers",,,,Social competence/Socio-emotional development,Curriculum theory,Multicultural education,Teacher research & inquiry,No course learning goals,No course learning goals,No course learning goals,No course learning goals,,1 (Not competent),1 (Not competent),2,3     (Competent),3     (Competent),3     (Competent),3     (Competent),3     (Competent),2,1 (Not competent),1 (Not competent),3     (Competent),Use of Polleverywhere in class to assess current understandings,Ability to move adeptly between tech & non-tech materials,N/A,,"Everyday life, discovering something and trying it out",Too much work and no time to explore,Neutral / neither a barrier nor an asset.,Major barrier I experience / have experienced.,Neutral / neither a barrier nor an asset.,Barrier I experience / have experienced.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.
2018-10-30 08:57:56,2018-10-30 09:08:30,IP Address,68.149.80.225,100,633,True,2018-10-30 09:08:30,R_21buYLKmKKwvMfp,,,,,53.5366058349609375,-113.5102996826171875,anonymous,EN,Yes,Pre-service teachers,,"Yes, I consent to participate in this research.",10,6,Tenure track (probationary) faculty,,"Middle grades / junior high school teachers,Secondary / high school teachers",,History / Social Studies,,social studies methods (curriculum and pedagogy),,,,No course learning goals,,,,,2,2,3     (Competent),3     (Competent),2,3     (Competent),3     (Competent),3     (Competent),3     (Competent),3     (Competent),1 (Not competent),4,"When teaching an online course last year, I consulted research on online teaching as well as more experiences colleagues about helpful structures and tools.","#1/#2 are very important. I need to engage with content-specific technologies not only to enhance my own teaching, but also to model them for my pre-service teachers so they know how/when to use them in their future teaching.","#6. Technology and assessment isn't a priority for me.",n/a,informally through colleagues (but I need to seek more formal help),"Our building and its technology are pieces of junk. We do have a ""Tech In Ed"" support system, but with funding cuts the support they can supply has dwindled.",Major barrier I experience / have experienced.,Major barrier I experience / have experienced.,Barrier I experience / have experienced.,Asset I experience / have experienced.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Major barrier I experience / have experienced.,Barrier I experience / have experienced.
2018-10-30 09:36:22,2018-10-30 09:44:10,IP Address,174.55.237.138,100,467,True,2018-10-30 09:44:10,R_2B50mvBiOUFoxqj,,,,,40.7975006103515625,-77.902099609375,anonymous,EN,Yes,Pre-service teachers,,"Yes, I consent to participate in this research.",3,5,Tenure track (probationary) faculty,,Elementary / primary teachers,,History / Social Studies,,Elementary Social Studies Methods,,,,No course learning goals,,,,,2,3     (Competent),2,4,2,2,3     (Competent),2,2,2,2,2,"My class discusses finding online resources via Pinterest and ways to assess what are ""quality"" Pinterest materials, although I admit I am not doing this as well as I should. We use online primary source analysis tools and primary source sets online. I don't know if that counts!","I feel strongly about the ethical use of technology, but less strongly about the other competencies. Perhaps preparing students for using tech and/or differentiating for student needs.",Leadership and advocacy and maybe using technology for assessment. I'm not passionate about my responses here.,N/A,I don't think I do!,N/A,Neutral / neither a barrier nor an asset.,Barrier I experience / have experienced.,Barrier I experience / have experienced.,Barrier I experience / have experienced.,Neutral / neither a barrier nor an asset.,Barrier I experience / have experienced.,Neutral / neither a barrier nor an asset.,Barrier I experience / have experienced.,Barrier I experience / have experienced.
2018-10-30 09:33:53,2018-10-30 09:54:13,IP Address,146.186.209.24,100,1220,True,2018-10-30 09:54:13,R_WpJvlghVXHChGkF,,,,,40.897796630859375,-77.77320098876953125,anonymous,EN,Yes,"Pre-service teachers,In-service teachers",,"Yes, I consent to participate in this research.",6,17,Tenured faculty,,Secondary / high school teachers,,History / Social Studies,,Teaching Secondary Social Studies I,Teaching Secondary Social Studies II,Teaching and Learning Historical Literacy with Media,Research on Social Studies Education,Some course learning goals,Some course learning goals,All or most course learning goals,No course learning goals,,3     (Competent),3     (Competent),3     (Competent),3     (Competent),2,3     (Competent),3     (Competent),2,2,1 (Not competent),2,3     (Competent),"2. Methods courses require students to use digital platform for presenting their work

6. I do quite a bit of major assignment grading on Canvas (Speedgrader)

7. My two graduate courses are web-based","Web platforms (Canvas)
Online search strategies for resources",global communications,"The above questions are posed awkwardly. I can feel ""competent"" but still choose not to engage in a practice, and vice-versa.",Largely experimentation and building on my own prior technological familiarity.,"As my background is in the early internet and my work has been dealing with web platforms a lot, my competencies are heavily web based. I'm much less competent in newer digital technologies, particularly specialized digital applications.",Barrier I experience / have experienced.,Major barrier I experience / have experienced.,Barrier I experience / have experienced.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Barrier I experience / have experienced.,Barrier I experience / have experienced.,Barrier I experience / have experienced.,Barrier I experience / have experienced.
2018-10-30 10:13:04,2018-10-30 10:28:32,IP Address,129.93.4.34,100,928,True,2018-10-30 10:28:33,R_2Yftswo4pEbveJc,,,,,40.8206024169921875,-96.69280242919921875,anonymous,EN,Yes,"Pre-service teachers,In-service teachers",,"Yes, I consent to participate in this research.",2,33,Tenured faculty,,Secondary / high school teachers,,Science,,Science Teaching Methods,Capstone Seminar (for student teachers),,,Some course learning goals,Some course learning goals,,,,3     (Competent),3     (Competent),3     (Competent),3     (Competent),3     (Competent),3     (Competent),2,2,3     (Competent),3     (Competent),3     (Competent),3     (Competent),"Integration of computer-based laboratory probeware for taking data measurements in experimental designs; Graphical analysis software use; Use of qualtrics for assessment ","Competencies 1and 5 from above; ","Competency 12 ... if I cannot solve it, I look to others for assistance","Not sure ",Compare against both ISTE and the NGSS,Not sure what you are asking for here,Asset I experience / have experienced.,Barrier I experience / have experienced.,Barrier I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.,Neutral / neither a barrier nor an asset.,Asset I experience / have experienced.,Asset I experience / have experienced.
2018-10-30 12:39:29,2018-10-30 12:57:19,IP Address,108.192.148.87,100,1070,True,2018-10-30 12:57:19,R_1laWUV8Oa1OI5pG,,,,,34.68310546875,-82.8249969482421875,anonymous,EN,Yes,Pre-service teachers,,"Yes, I consent to participate in this research.",5,13,Tenured faculty,,Elementary / primary teachers,,History / Social Studies,,Elementary Social Studies Methods (undergraduate),Curriculum Theory (masters and doctoral),Introduction to Qualitative Research (doctoral),Narrative and Historical Research Methods in Education (doctoral),Some course learning goals,No course learning goals,Some course learning goals,Some course learning goals,,4,4,5 (Highly competent),5 (Highly competent),2,5 (Highly competent),5 (Highly competent),3     (Competent),2,1 (Not competent),1 (Not competent),5 (Highly competent),"1) Technology tools for assessement: My undergraduate Methods course has three tests, which we take through an LMS with a lockdown browser; all feedback for written assignments is given online through LMS; students video a lesson, post clips on an online discussion board, and share with each other and myself (I assess with a rubric that includes not only their lesson, but also the feedback and content shared in the thread with their peers).
2) Technology in content area: Throughout the semester, I introduce student to relevant technology that they can support their pedagogy and we practice using this technology.  For example, in Geography we explore and practice with online tools like ESRI mapping, Google Earth stories, and games like GeoGuessr.  In History, we explore many different online sources for digital primary sources and the students complete a related assignment.
3) Online tools to enhance teaching and learning: My masters' Curriculum Theory course is taught entirely online, so I use a wide-variety of tools like external streaming content, discussion boards, shared photography, screen capture, video editing tools, chatrooms native to our LMS, Google Hangouts.","#3 Teaching with Technology in the content area.  New tools, apps, and data sources emerge every time I teach my undergraduate methods class, particularly in the areas of History, Geography, and Global Connections.  Pre-Service teachers have access to many types data that they can use with students that was previously unavailable (especially in terms of primary sources for History) and I want to make sure that they are confident in locating and using that information with students.","#10 Ongoing professional development to integrate technology into my teaching.  Of the TETCs you provided, this is the least important to me because it's something that I feel like I can search out and implement on my own (i.e. without attending formal professional development).  Moreover, our department has a dedicated online learning specialist whom I can consult for questions (and to discuss best practices) for my online or hybrid classes.",N/a,"Reading research, searching/exploring for new information on my own, practicing and exploring technology on my own, talking with colleagues, talking with our online learning specialist.",I teach two online courses each summer and one hybrid course some Spring semesters.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Asset I experience / have experienced.,Neutral / neither a barrier nor an asset.,Barrier I experience / have experienced.,Asset I experience / have experienced.,Neutral / neither a barrier nor an asset.,Major asset I experience / have experienced.,Major asset I experience / have experienced.
2018-10-30 13:22:59,2018-10-30 13:42:48,IP Address,69.207.221.218,100,1188,True,2018-10-30 13:42:52,R_2wuJds9Ubxp55Sb,,,,,42.462493896484375,-75.049102783203125,anonymous,EN,Yes,"Pre-service teachers,In-service teachers",,"Yes, I consent to participate in this research.",32,13,Tenured faculty,,"Middle grades / junior high school teachers,Secondary / high school teachers",,Mathematics,,math ed methods,intro to education,math ed tech,math ed seminar,Some course learning goals,No course learning goals,All or most course learning goals,Some course learning goals,,5 (Highly competent),5 (Highly competent),5 (Highly competent),4,3     (Competent),3     (Competent),2,2,3     (Competent),2,2,2,Used TI-84 Prob Sim to have students investigate interesting probability problems experimentally.,"Development of knowledge, skills and attitudes of pre-service teachers relating to their use of technology in their lessons.",I do not teach online classes. I do use zoom to communicate with seminar students who are scatter about the state.,I think they have it covered.,"I get a general overview of the technology by personal use. Then, I determine what a student should know to use the technology effectively.",The limited time I have to explore new technology.,Barrier I experience / have experienced.,Barrier I experience / have experienced.,Neutral / neither a barrier nor an asset.,Asset I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.,Major asset I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.
2018-10-30 15:03:26,2018-10-30 15:14:55,IP Address,140.211.126.175,100,688,True,2018-10-30 15:14:55,R_3e3vGfXkUG9xicu,,,,,44.83770751953125,-123.2512054443359375,anonymous,EN,Yes,"Pre-service teachers,In-service teachers",,"Yes, I consent to participate in this research.",10,8,Tenured faculty,,"Elementary / primary teachers,Middle grades / junior high school teachers,Secondary / high school teachers",,History / Social Studies,,Social Studies secondary pedagogy,social studies elementary pedagogy,,,Some course learning goals,Some course learning goals,,,,3     (Competent),4,4,4,4,3     (Competent),4,4,3     (Competent),4,4,3     (Competent),"8. Have pedagogical students connect with experts and/or classrooms in other regions and cultures.
10. I engage in professional development in this area at state and national conferences.",2. pedagogical approaches; 8. connections to others,N/A - they are all important. I just have much to learn in some of the areas.,Utilizing technology as a means of bringing in multiple perspectives.,Through professional development.,time,Asset I experience / have experienced.,Barrier I experience / have experienced.,Barrier I experience / have experienced.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Asset I experience / have experienced.,Asset I experience / have experienced.,Neutral / neither a barrier nor an asset.,Asset I experience / have experienced.
2018-10-30 15:38:43,2018-10-30 15:44:32,IP Address,131.96.241.175,100,348,True,2018-10-30 15:44:32,R_1LdvId8MWcpteun,,,,,33.7718048095703125,-84.375701904296875,anonymous,EN,Yes,"Pre-service teachers,In-service teachers,Other",Doctoral Teachers,"Yes, I consent to participate in this research.",8,16,Non-tenure track faculty,,"Middle grades / junior high school teachers,Secondary / high school teachers,Other",Doctoral Scholars Ed.D.,History / Social Studies,,Practicum,Social Studies Methods,Social Justice Methods,Urban Education,All or most course learning goals,All or most course learning goals,All or most course learning goals,Some course learning goals,,4,3     (Competent),4,3     (Competent),4,4,2,4,3     (Competent),4,3     (Competent),5 (Highly competent),"digital historical thinking, digital portfolio, digital video analysis","troubleshooting to keep class moving/work; managing the plethora of options, figuring out how to transform with tech, not just enhance","advocate (because, everyone seems to want to use tech); online teaching - not my strength/preference",Helping students understand basic competencies.  They are often very passive users and don't use tech as a work tool - but for entertainment/management/communication personally.,"First need, first serve.",What I need to do/know now - I learn or figure out - ask for help.,Barrier I experience / have experienced.,Major barrier I experience / have experienced.,Major barrier I experience / have experienced.,Neutral / neither a barrier nor an asset.,Barrier I experience / have experienced.,Barrier I experience / have experienced.,Neutral / neither a barrier nor an asset.,Asset I experience / have experienced.,Major asset I experience / have experienced.
2018-10-30 19:05:33,2018-10-30 19:24:15,IP Address,75.15.13.99,100,1121,True,2018-10-30 19:24:15,R_1rCIdggnXxQbL0Z,,,,,39.0836029052734375,-86.432098388671875,anonymous,EN,Yes,Pre-service teachers,,"Yes, I consent to participate in this research.",4,11,Tenure track (probationary) faculty,,"Elementary / primary teachers,Middle grades / junior high school teachers,Secondary / high school teachers",,History / Social Studies,,Elementary social studies methods,"Secondary social studies methods ","Multicultural education ",,Some course learning goals,No course learning goals,No course learning goals,,,1 (Not competent),3     (Competent),2,4,4,4,3     (Competent),3     (Competent),4,2,2,5 (Highly competent),"Teacher candidates use various sites and library databases to search and select primary sources to use in a unit of instruction they create. ","Ethics and reliability of sources ","PD and networking - I get then PD part as important but why networking? ",,"Work with the educational tech people at my university ",We have an office of people here to help us,Asset I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Asset I experience / have experienced.,Asset I experience / have experienced.
2018-10-30 19:28:20,2018-10-30 19:42:59,IP Address,69.213.229.29,100,879,True,2018-10-30 19:43:00,R_3IRedbnexmNQgOV,,,,,33.94610595703125,-83.417999267578125,anonymous,EN,Yes,"Pre-service teachers,In-service teachers,Other",Graduate students not currently in-service,"Yes, I consent to participate in this research.",8,10,Tenured faculty,,"Middle grades / junior high school teachers,Secondary / high school teachers",,History / Social Studies,,Social Studies Methods,Introduction to Social Studies,Clinically based social studies practicum seminar,,Some course learning goals,Some course learning goals,No course learning goals,,,5 (Highly competent),4,4,5 (Highly competent),1 (Not competent),5 (Highly competent),3     (Competent),2,2,3     (Competent),4,4,"I address teacher candidates knowledge, capacity, and attitudes by 1)addressing technology explicitly and responding to their experiences using technology in the field somewhat consistently 2) instead of using the campus-based course delivery system, we specifically require the use of a 3rd party app for the course delivery, assignment submission, etc., and explicitly model how tools like these can be used in practice",Awareness of the challenges that 1:1 policies have brought to low resource districts and a good understanding of when technology should or should not be used based on the task and context,"I don’t differentiate lessons and materials for college students, but I model how technology can be used differentiate in secondary classrooms - particularly for reading and language related issues.",“I know when not to use technology”.,Technology based initiatives sponsored by the University - with $ incentives for faculty participants,"My field work is done in a 1:1 district and the realities that teachers, students, and teacher candidates experience with technology are front and center on almost weekly basis.",Asset I experience / have experienced.,Barrier I experience / have experienced.,Asset I experience / have experienced.,Barrier I experience / have experienced.,Major barrier I experience / have experienced.,Neutral / neither a barrier nor an asset.,Asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.
2018-10-31 11:59:00,2018-10-31 12:02:39,IP Address,136.160.158.220,100,219,True,2018-10-31 12:02:40,R_2tLSJrRnEqZDAHL,,,,,39.6488037109375,-77.56189727783203125,anonymous,EN,Yes,Pre-service teachers,,"Yes, I consent to participate in this research.",23,19,Tenured faculty,,"Elementary / primary teachers,Middle grades / junior high school teachers,Secondary / high school teachers",,Science,,Field & Natural Science,Project Based Instruction,Life Science,Teaching Science in Elementary Schools,No course learning goals,No course learning goals,No course learning goals,No course learning goals,,2,2,2,2,1 (Not competent),2,1 (Not competent),1 (Not competent),1 (Not competent),1 (Not competent),1 (Not competent),1 (Not competent),x,x,x,x,x,x,Major barrier I experience / have experienced.,Major barrier I experience / have experienced.,Major barrier I experience / have experienced.,Major barrier I experience / have experienced.,Major barrier I experience / have experienced.,Major barrier I experience / have experienced.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.
2018-10-31 11:58:57,2018-10-31 12:04:27,IP Address,155.98.131.0,100,329,True,2018-10-31 12:04:27,R_1QtQnearmNJQfcM,,,,,40.756103515625,-111.883697509765625,anonymous,EN,Yes,"Pre-service teachers,In-service teachers",,"Yes, I consent to participate in this research.",,5,Tenure track (probationary) faculty,,Elementary / primary teachers,,Science,,Science methods,,,,No course learning goals,,,,,5 (Highly competent),4,3     (Competent),5 (Highly competent),4,4,4,2,2,4,4,4,"I use canvas in all my classes. ","using technology in appropriate ways to support learning. ","My students take a tech integration course that is meant to cover all content area.  Not taught by me.  I purposely don't cover materials that overlap with that course. ","The role of low-tech instruction in my area.  Especially because in my state low-tech is what is available in my schools. ","I haven't done anything specific.  I've been using tech forever, seems natural. ","no idea. ",Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.
2018-10-31 12:03:47,2018-10-31 12:19:03,IP Address,107.77.227.160,100,915,True,2018-10-31 12:19:03,R_sO5u5Rv58UKgv4d,,,,,33.965301513671875,-118.272705078125,anonymous,EN,Yes,"Pre-service teachers,In-service teachers",,"Yes, I consent to participate in this research.",12,16,Tenured faculty,,"Early childhood teachers,Elementary / primary teachers",,Science,,ECE Science Methods,ELED Science Methods,Integrated STEM graduate courses,,Some course learning goals,Some course learning goals,Some course learning goals,,,3     (Competent),3     (Competent),3     (Competent),3     (Competent),2,3     (Competent),3     (Competent),1 (Not competent),3     (Competent),2,1 (Not competent),3     (Competent),"Students submit all assignments using technology and receive feedback via the same.
Final course exam is administered electronically.
Students view some samples of instruction remotely, including real time discussions.","To use the technology that best fits science instruction in elementary classrooms, including, but not limited to electronic technologies. Science uses other technologies, including microscopes, thermometers, etc.",No comment,"Social media ",PD within the college,Not sure what this means,Asset I experience / have experienced.,Neutral / neither a barrier nor an asset.,Asset I experience / have experienced.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Asset I experience / have experienced.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.
2018-10-31 12:03:47,2018-10-31 12:20:02,IP Address,73.243.6.57,100,975,True,2018-10-31 12:20:03,R_1pRJx6Nhz06CG9L,,,,,39.9468994140625,-105.214202880859375,anonymous,EN,Yes,"Pre-service teachers,In-service teachers,Other",informal educators,"Yes, I consent to participate in this research.",14,6,Other,Post doc research assistant,"Elementary / primary teachers,Other",informal STEM educators,"Science,Other",Engineering,Elementary Science Methods,Teaching and Learning in Engineering,,,Some course learning goals,Some course learning goals,,,,4,4,5 (Highly competent),5 (Highly competent),3     (Competent),5 (Highly competent),5 (Highly competent),5 (Highly competent),2,5 (Highly competent),4,5 (Highly competent),"One of my courses (engineering) takes place in asynchronous online learning environment (Canvas, relates to #7 primarily). 
In my dissertation research, I facilitated and online synchronous professional learning community for informal STEM educators that required a high level of competency in troubleshooting tech issues with the online forum (Google Hangouts, #12)
My current research projects involve collaborating with researchers across all continental US time zones, as well as in the UK. Additionally, teachers enrolled in my online engineering course are located across the US and internationally as well. (#8)","The ability to connect synchronously or asynchronously with educators (researchers, K-12 teachers, informal STEM educators) in widespread geographical locations in an online learning environment. Using technology for collaborations in and out of classrooms. ","#9 doesn't come up much in my work, although it probably should more. ",,"Mostly by learning from colleagues and students, but occasionally I read about a new technology or a new way to use technology in classrooms in research or practitioner journals. ","I literally cannot do my job without being competent in technology use. That said, I struggle to learn new platforms and generally like being walked through new technology. ",Major asset I experience / have experienced.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Asset I experience / have experienced.,Major barrier I experience / have experienced.,Neutral / neither a barrier nor an asset.,Major asset I experience / have experienced.,Asset I experience / have experienced.,Major asset I experience / have experienced.
